userid,age,occupation,gender
219721,18,scientist,M
43580,32,executive/managerial,M
62212,33,self-employed,M
395821,29,executive/managerial,F
215073,34,sales/marketing,M
71874,31,college/grad student,M
56486,28,college/grad student,M
166544,28,other or not specified,M
191634,32,other or not specified,M
355174,28,sales/marketing,M
346725,26,programmer,M
233701,28,technician/engineer,M
66985,8,homemaker,F
206316,29,sales/marketing,M
115513,21,college/grad student,M
265760,31,executive/managerial,M
213807,28,college/grad student,M
217188,33,executive/managerial,F
149399,43,sales/marketing,M
305778,29,executive/managerial,M
229238,27,executive/managerial,M
204106,30,other or not specified,M
413704,25,college/grad student,M
436943,31,sales/marketing,M
198402,33,sales/marketing,M
121993,24,sales/marketing,F
80976,25,college/grad student,M
258140,31,other or not specified,M
371397,24,sales/marketing,M
210214,33,K-12 student,M
302343,33,academic/educator,M
212821,26,sales/marketing,M
280099,28,executive/managerial,M
341870,31,executive/managerial,M
1623,25,college/grad student,M
122696,65,executive/managerial,M
187903,30,college/grad student,M
32723,44,homemaker,M
200032,28,college/grad student,F
98551,28,scientist,M
142526,28,writer,M
130958,25,executive/managerial,M
291612,30,sales/marketing,M
396151,32,sales/marketing,M
241059,39,academic/educator,F
171720,23,sales/marketing,M
64483,30,clerical/admin,M
57503,25,other or not specified,M
300049,20,college/grad student,M
433530,23,sales/marketing,M
56609,31,academic/educator,M
297904,26,self-employed,F
239732,34,college/grad student,M
49269,27,college/grad student,M
386940,34,college/grad student,M
112360,28,college/grad student,F
116673,18,scientist,M
80162,33,college/grad student,M
300661,34,sales/marketing,M
374073,36,academic/educator,M
328956,31,scientist,M
440814,22,scientist,M
92147,31,scientist,M
69627,28,college/grad student,M
254185,21,K-12 student,M
384286,34,executive/managerial,M
248581,28,executive/managerial,M
217343,25,sales/marketing,M
439392,25,retired,M
283654,33,college/grad student,M
288233,30,executive/managerial,M
416381,50,clerical/admin,M
228148,28,self-employed,F
77839,33,academic/educator,M
230472,18,homemaker,F
97073,28,executive/managerial,M
107394,30,executive/managerial,F
392633,29,scientist,F
359509,27,executive/managerial,M
339914,18,K-12 student,M
223230,21,college/grad student,M
241451,32,executive/managerial,M
44226,27,sales/marketing,F
291165,34,college/grad student,F
266715,29,academic/educator,F
431438,25,scientist,M
68845,28,college/grad student,M
380959,41,executive/managerial,M
400104,26,academic/educator,F
13299,31,tradesman/craftsman,M
229081,34,clerical/admin,F
280577,25,college/grad student,M
85445,31,self-employed,M
9687,27,retired,F
222795,26,college/grad student,M
194792,30,college/grad student,F
416120,30,artist,M
419685,32,sales/marketing,M
333405,18,K-12 student,M
121890,32,scientist,M
150325,28,college/grad student,M
75005,26,academic/educator,F
145361,18,K-12 student,F
80292,25,other or not specified,M
269085,28,college/grad student,M
117802,26,executive/managerial,M
144148,29,scientist,M
379728,29,college/grad student,M
66916,30,self-employed,M
273961,32,clerical/admin,M
142220,28,college/grad student,M
263987,31,college/grad student,M
412302,25,executive/managerial,M
431392,31,academic/educator,M
231965,22,sales/marketing,M
33368,26,college/grad student,M
214768,30,college/grad student,M
146171,34,customer service,M
25746,30,scientist,M
215252,29,college/grad student,M
374952,31,college/grad student,M
275733,34,executive/managerial,M
253030,28,executive/managerial,M
241077,30,executive/managerial,M
77868,34,executive/managerial,F
428892,28,executive/managerial,M
14866,33,sales/marketing,M
354086,29,college/grad student,F
72818,27,other or not specified,M
231503,32,college/grad student,F
437776,27,executive/managerial,M
92681,29,college/grad student,M
339930,41,executive/managerial,M
332408,26,college/grad student,M
442123,25,executive/managerial,M
402357,30,college/grad student,M
163757,27,executive/managerial,M
122246,23,sales/marketing,M
254539,33,college/grad student,M
146173,31,self-employed,M
247073,39,sales/marketing,F
108026,32,other or not specified,F
85821,33,college/grad student,M
323698,25,executive/managerial,F
84625,41,sales/marketing,M
383280,33,academic/educator,F
54185,34,other or not specified,M
348457,30,executive/managerial,M
367318,34,retired,F
303788,29,college/grad student,M
8601,25,artist,F
18990,34,other or not specified,F
418202,26,college/grad student,M
238812,32,other or not specified,F
365516,30,other or not specified,M
314671,38,executive/managerial,M
143703,31,self-employed,F
203976,28,other or not specified,M
363622,25,sales/marketing,M
87547,28,college/grad student,F
214996,34,college/grad student,M
377140,28,self-employed,M
314690,59,academic/educator,F
78707,27,executive/managerial,M
271840,28,college/grad student,M
292854,25,other or not specified,M
373138,34,academic/educator,F
161861,32,college/grad student,M
276585,36,sales/marketing,M
156152,32,executive/managerial,M
421369,26,academic/educator,F
403965,31,homemaker,M
151524,56,retired,F
234034,27,homemaker,M
290457,29,self-employed,M
442901,28,other or not specified,M
90987,32,executive/managerial,M
365662,30,other or not specified,M
260659,21,college/grad student,M
39148,32,college/grad student,M
69954,33,executive/managerial,M
125180,25,scientist,M
5175,26,scientist,M
252885,68,other or not specified,M
320986,25,self-employed,M
264193,8,K-12 student,F
21962,34,executive/managerial,M
182216,32,sales/marketing,M
372640,25,self-employed,M
139273,28,academic/educator,M
291306,25,farmer,M
122662,18,sales/marketing,M
288194,31,academic/educator,F
303249,33,academic/educator,M
327792,29,customer service,M
108268,29,other or not specified,M
173321,29,executive/managerial,M
428590,29,college/grad student,M
340346,29,college/grad student,M
355272,32,other or not specified,M
306160,34,scientist,M
439756,31,sales/marketing,M
63560,30,self-employed,M
87691,26,scientist,M
286271,26,college/grad student,M
170367,25,executive/managerial,M
275209,41,executive/managerial,M
317416,31,college/grad student,M
349499,33,college/grad student,M
29884,32,college/grad student,M
425436,32,homemaker,M
23618,33,scientist,M
297804,31,self-employed,M
338010,30,college/grad student,M
89711,31,other or not specified,M
13170,34,clerical/admin,M
30345,23,sales/marketing,M
321505,34,other or not specified,F
315462,10,sales/marketing,M
61057,18,K-12 student,M
404147,27,executive/managerial,M
362204,31,programmer,M
233855,31,scientist,M
257169,31,executive/managerial,M
132651,25,executive/managerial,M
339217,28,artist,F
4208,27,technician/engineer,M
395430,31,self-employed,F
2622,30,college/grad student,F
318310,33,college/grad student,M
430744,28,artist,M
364800,28,self-employed,M
393249,29,executive/managerial,M
369849,28,executive/managerial,M
84357,26,sales/marketing,M
132841,29,scientist,M
191553,27,academic/educator,F
297612,37,academic/educator,F
184045,39,academic/educator,F
234124,21,sales/marketing,M
303322,33,sales/marketing,M
11139,27,self-employed,F
210832,27,executive/managerial,M
3189,25,sales/marketing,M
342670,27,self-employed,M
107636,33,college/grad student,F
287925,34,scientist,M
325836,20,sales/marketing,M
202519,28,scientist,M
181609,26,other or not specified,M
128318,18,homemaker,M
116123,33,college/grad student,M
103287,30,sales/marketing,M
136535,49,writer,F
45289,26,executive/managerial,F
124913,10,scientist,M
310258,29,college/grad student,M
229283,34,college/grad student,M
171753,31,sales/marketing,M
201838,30,sales/marketing,M
104582,68,artist,F
433177,29,self-employed,M
197395,47,academic/educator,F
107851,31,college/grad student,F
133610,28,executive/managerial,M
283308,26,other or not specified,M
432840,34,homemaker,M
338993,19,executive/managerial,M
66283,28,executive/managerial,M
244707,34,programmer,M
413333,66,retired,M
193659,33,college/grad student,M
387947,31,self-employed,F
311968,34,college/grad student,F
17775,18,K-12 student,M
19594,34,other or not specified,M
399555,26,academic/educator,F
315477,31,college/grad student,M
175469,26,executive/managerial,M
66865,33,executive/managerial,M
21751,90,executive/managerial,F
49289,18,artist,F
233492,31,college/grad student,M
308062,26,executive/managerial,M
22213,29,sales/marketing,M
51023,27,academic/educator,M
370846,28,college/grad student,F
273560,33,clerical/admin,M
440805,29,self-employed,M
248991,27,college/grad student,M
16398,33,clerical/admin,M
17088,26,K-12 student,M
336528,26,college/grad student,F
246568,18,sales/marketing,M
80587,33,self-employed,M
242702,33,college/grad student,M
255278,30,self-employed,F
233638,29,self-employed,M
400098,43,scientist,F
394515,38,self-employed,M
297057,34,academic/educator,M
428132,30,executive/managerial,M
201002,33,executive/managerial,M
139944,19,sales/marketing,M
62011,83,academic/educator,F
234199,33,college/grad student,M
337956,30,other or not specified,M
288867,26,scientist,M
443957,33,retired,F
45215,39,executive/managerial,M
245743,18,self-employed,M
29907,33,self-employed,M
284427,29,college/grad student,M
132252,29,K-12 student,M
807,27,scientist,M
25949,32,college/grad student,M
131161,18,K-12 student,M
177282,28,sales/marketing,M
351861,26,sales/marketing,M
293552,26,sales/marketing,M
61894,28,self-employed,M
394552,24,artist,M
86286,26,college/grad student,M
319805,33,executive/managerial,M
343529,27,self-employed,M
438292,29,sales/marketing,M
414915,31,college/grad student,M
326339,34,sales/marketing,M
107695,31,executive/managerial,M
125844,34,college/grad student,F
299995,32,sales/marketing,M
101349,24,sales/marketing,M
59716,33,retired,M
365009,30,scientist,M
73837,31,executive/managerial,F
50444,30,college/grad student,M
248633,35,sales/marketing,M
305591,26,self-employed,M
107391,34,college/grad student,M
396094,55,executive/managerial,M
368940,32,executive/managerial,M
12866,22,self-employed,F
161330,52,other or not specified,M
176598,18,artist,M
175703,30,technician/engineer,M
27961,18,customer service,M
219711,28,college/grad student,M
85651,28,college/grad student,M
369481,29,sales/marketing,M
202179,34,college/grad student,F
396505,28,sales/marketing,M
134169,33,K-12 student,M
76743,31,sales/marketing,M
71355,31,college/grad student,F
368060,20,other or not specified,M
275003,31,sales/marketing,M
7156,26,other or not specified,M
446693,30,self-employed,M
293747,27,executive/managerial,M
119577,25,retired,F
413064,30,scientist,F
286854,28,executive/managerial,F
414083,26,scientist,M
273177,31,scientist,M
361650,15,scientist,F
147918,30,K-12 student,M
194071,29,college/grad student,F
320453,32,scientist,M
162222,21,scientist,M
394609,21,technician/engineer,M
405661,28,executive/managerial,M
208664,8,K-12 student,M
436811,63,executive/managerial,F
300987,30,self-employed,M
307916,33,college/grad student,F
318610,30,academic/educator,M
181934,26,executive/managerial,M
218290,31,executive/managerial,M
251391,34,artist,F
133127,34,executive/managerial,M
305677,11,sales/marketing,M
324277,33,homemaker,M
411384,32,college/grad student,M
3051,18,sales/marketing,F
325,34,tradesman/craftsman,F
280698,25,scientist,M
189557,33,scientist,M
288265,27,scientist,M
86292,25,executive/managerial,M
178343,29,executive/managerial,M
358582,32,clerical/admin,F
101432,21,K-12 student,F
439961,29,college/grad student,M
406039,31,college/grad student,M
190969,32,other or not specified,M
141830,25,college/grad student,F
356078,18,scientist,M
397260,37,executive/managerial,F
266294,25,college/grad student,F
300884,26,college/grad student,M
213196,25,college/grad student,F
136886,33,sales/marketing,M
110740,30,self-employed,M
58289,34,executive/managerial,M
109014,31,sales/marketing,M
293429,22,college/grad student,M
165228,25,customer service,M
365678,24,scientist,M
269965,28,executive/managerial,M
261488,25,executive/managerial,M
177640,32,self-employed,M
397212,34,college/grad student,M
322257,30,college/grad student,M
55727,25,college/grad student,M
177815,29,technician/engineer,M
63366,28,scientist,M
228041,30,homemaker,M
128515,30,executive/managerial,M
151683,26,college/grad student,M
96259,47,academic/educator,F
