movieid,genres,belongs_to_collection,popularity,vote_average
the+world+according+to+garp+1982,35,0,5.036929,6.9
shrek+2001,12,1,17.987728,7.3
boot+camp+2008,18,0,4.432452,6.1
prey+for+rock++roll+2003,18,0,0.834421,4.3
the+convent+1995,53,0,1.606957,6.5
randy++the+mob+2007,28,0,0.434371,4.8
midnight+chronicles+2008,14,0,0.514069,3.8
dead++buried+1981,27,0,3.891243,6.1
harmful+insect+2001,18,0,0.487234,7.0
before+the+rain+1994,18,0,3.525649,7.7
the+truth+about+love+2005,10749,0,1.687672,4.2
the+worlds+end+2013,35,0,9.830382,6.7
the+road+2009,12,0,14.958098,6.8
texas+across+the+river+1966,35,0,0.3214,5.7
batteries+not+included+1987,35,0,11.492174,6.3
the+shawshank+redemption+1994,18,0,51.645403,8.5
cinderella+iii+a+twist+in+time+2007,16,1,6.961912,6.0
better+living+through+circuitry+1999,99,0,0.076126,4.0
watchmen+2009,28,0,16.551503,7.0
men+in+black+1997,28,1,15.781024,6.9
down+to+the+bone+2004,18,0,1.325494,6.5
life+and+nothing+more...+1992,12,1,1.183477,6.9
i+am+trying+to+break+your+heart+2002,10402,0,0.998704,8.0
cinderella+ii+dreams+come+true+2002,10751,1,8.002712,5.5
real+life+1979,35,0,4.768672,6.1
grease+1978,10749,1,7.854899,7.2
i+was+a+teenage+zombie+1987,35,0,0.920734,4.0
sal_+or+the+120+days+of+sodom+1975,36,0,7.705479,6.4
thursday+1998,18,0,4.311326,7.0
tai-chi+master+1993,28,0,3.193491,7.0
bill+hicks+relentless+1992,35,0,0.853196,8.7
southern+district+2009,18,0,0.22964,5.6
the+avengers+2012,878,1,89.887648,7.4
new+wave+2008,28,0,0.15538,6.0
possessed+1947,18,0,3.122447,6.8
the+good_+the+bad+and+the+ugly+1966,37,1,16.788787,8.1
elvis+on+tour+1972,99,0,0.0339,7.1
big+hero+6+2014,12,0,213.849907,7.8
gelosia+1953,0,0,0.297798,3.0
the+picture+of+dorian+gray+1945,14,0,9.080158,7.5
live+nude+girls+unite+2000,99,0,0.001272,0.0
the+falcon+and+the+snowman+1985,53,0,4.690847,6.5
the+purge+anarchy+2014,27,1,27.756026,6.6
boys+life+2+1997,18,0,0.060645,5.0
the+man+who+knew+too+much+1956,12,0,12.547763,7.3
the+overnight+2015,9648,0,7.834161,6.1
fracture+2007,53,0,10.113628,7.1
the+wolf+of+wall+street+2013,80,0,16.382422,7.9
the+godfather+1972,18,1,41.109264,8.5
bambi+1942,16,1,13.698132,6.8
somewhere+between+2012,99,0,0.762853,6.8
edge+of+tomorrow+2014,28,0,31.982986,7.6
big+jake+1971,37,0,4.175526,6.8
sophie+scholl+the+final+days+2005,18,0,4.972236,7.1
war+of+the+arrows+2011,18,0,7.030308,6.7
the+matrix+revolutions+2003,12,1,15.368205,6.4
les+hautes+solitudes+1974,99,0,0.378577,7.8
paradise+lost+3+purgatory+2011,99,1,2.84239,7.6
in+bed+2005,18,0,1.029472,5.1
only+lovers+left+alive+2013,18,0,13.594992,7.2
waste+land+2010,99,0,2.627643,7.6
inglourious+basterds+2009,18,0,16.89564,7.9
cochochi+2007,0,0,0.564956,5.0
bells+of+capistrano+1942,37,0,0.188199,0.0
r-point+2004,28,0,2.004405,6.3
alls+faire+in+love+2009,35,0,0.531051,6.3
the+avengers+2012,878,1,89.887648,7.4
begin+again+2013,35,0,10.289628,7.3
the+wolf+of+wall+street+2013,80,0,16.382422,7.9
the+philadelphia+story+1940,35,0,8.888069,7.7
raising+helen+2004,18,0,12.448933,5.9
dumbo+1941,16,0,14.655879,6.8
saving+private+ryan+1998,18,0,21.758054,7.9
the+avengers+2012,878,1,89.887648,7.4
raiders+of+the+lost+ark+1981,12,1,19.901576,7.7
constantine+2005,18,1,9.615691,6.6
master+and+commander+the+far+side+of+the+world+2003,12,0,8.693298,6.9
the+great+ecstasy+of+robert+carmichael+2005,80,0,0.370733,5.6
thor+the+dark+world+2013,28,1,34.905447,6.8
princess+mononoke+1997,12,0,17.166725,8.2
alice+in+wonderland+1951,16,0,16.488937,7.0
employees+entrance+1933,18,0,0.26519,5.5
game+of+death+2010,12,0,4.145285,4.8
howls+moving+castle+2004,14,0,16.136048,8.2
whisper+of+the+heart+1995,16,0,10.550235,7.7
terminator+2+judgment+day+1991,28,1,22.661695,7.7
the+signal+2014,53,0,8.536786,5.8
a+study+in+terror+1965,80,0,1.02411,6.4
nightwing+1979,27,0,0.000844,5.8
katzelmacher+1969,18,0,1.3981,6.7
the+king+of+comedy+1982,35,0,9.093411,7.6
up+in+smoke+1978,35,1,7.194364,6.7
kwaidan+1964,18,0,4.130372,7.5
the+hobbit+the+battle+of+the+five+armies+2014,28,1,31.718977,7.1
goodfellas+1990,18,0,15.424092,8.2
atrocious+2010,27,0,4.194524,5.2
the+guard+2011,28,0,11.256636,6.8
fail+safe+2000,18,0,1.583899,7.0
tap+1989,28,0,0.879566,6.0
toto+the+hero+1991,18,0,2.582899,6.9
not+another+happy+ending+2013,10749,0,2.917593,6.1
the+lost+thing+2010,16,0,2.113402,6.6
five+and+ten+1931,18,0,0.051534,8.0
the+misfortunates+2009,18,0,3.961008,7.3
the+cat+returns+2002,12,0,11.639023,7.2
castle+in+the+sky+1986,12,0,11.061551,7.8
interstellar+2014,12,0,32.213481,8.1
the+black+rose+1950,10752,0,0.478484,6.9
despicable+me+2010,16,1,22.274502,7.1
for+neda+2010,99,0,0.242245,5.5
plastic+paradise+the+great+pacific+garbage+patch+2013,99,0,0.223348,6.2
freedomland+2006,18,0,5.388535,5.2
avalon+1990,18,0,1.949265,6.0
the+green+mile+1999,14,0,19.96678,8.2
trees+lounge+1996,35,0,3.464286,6.7
the+mask+1994,10749,1,14.13488,6.6
dj+vu+2006,28,0,14.922904,6.6
mulan+1998,16,1,21.180857,7.6
toy+story+3+2010,16,1,16.96647,7.6
princess+mononoke+1997,12,0,17.166725,8.2
howls+moving+castle+2004,14,0,16.136048,8.2
kill+me+later+2001,18,0,0.563767,6.0
the+hound+of+the+baskervilles+1939,9648,1,2.722222,7.3
2001+a+space+odyssey+1968,878,1,22.494622,7.9
fallen+art+2004,16,0,0.481611,7.6
happiness+1998,35,0,5.493697,7.4
the+road+to+brown+1989,0,0,0.0,0.0
sunlight+jr.+2013,18,0,9.471018,5.1
batman+year+one+2011,28,0,5.031094,7.1
the+boys+from+brazil+1978,27,0,5.923299,6.6
lady+and+the+tramp+ii+scamps+adventure+2001,10749,1,9.672521,6.0
we+are+what+we+are+2013,18,0,7.859837,5.5
topper+1937,35,1,3.1574,6.2
journey+of+hope+1990,18,0,0.022568,7.7
fx2+1991,12,1,3.186817,5.8
love+before+breakfast+1936,35,0,0.944682,5.0
force+majeure+2014,35,0,12.165685,6.8
the+boss+of+it+all+2006,35,0,4.066106,6.8
its+a+small+world+1950,35,0,0.240885,6.0
the+act+of+seeing+with+ones+own+eyes+1971,99,0,0.497952,7.1
harry+potter+and+the+order+of+the+phoenix+2007,12,1,21.3643,7.4
the+miracle+worker+1962,18,0,4.368765,7.5
the+power+and+the+glory+1961,10770,0,0.162939,0.0
win+win+2011,18,0,4.480723,6.7
campus+man+1987,35,0,0.000844,5.2
gran+torino+2008,18,0,14.794228,7.8
the+eighth+day+1996,18,0,2.887239,7.0
the+high+sign+1921,80,0,0.908985,7.2
star+trek+insurrection+1998,878,1,9.538877,6.3
10+things+i+hate+about+you+1999,35,0,12.069966,7.3
a+tale+of+two+sisters+2003,18,0,6.247028,7.0
percy+jackson++the+olympians+the+lightning+thief+2010,12,1,9.785895,6.0
an+american+crime+2007,80,0,7.478007,7.3
pulp+fiction+1994,53,0,140.950236,8.3
the+green+mile+1999,14,0,19.96678,8.2
a+band+called+death+2013,99,0,2.690008,7.1
nightcrawler+2014,80,0,21.277073,7.6
the+rescuers+1977,14,1,11.32442,6.7
hungry+wives+1972,9648,0,1.633103,5.4
the+good+girl+2002,18,0,4.388338,6.1
the+panic+in+needle+park+1971,18,0,8.802676,6.5
pride+and+prejudice+1980,18,0,0.073979,6.8
your+sisters+sister+2011,18,0,10.850569,6.5
the+great+sacrifice+1944,18,0,0.128118,6.0
bad+boys+1995,28,1,9.262184,6.5
zathura+a+space+adventure+2005,10751,0,10.695639,6.1
saving+face+2004,35,0,3.08291,6.8
fresh+bait+1995,18,0,1.343707,6.7
kingsman+the+secret+service+2015,80,1,28.224212,7.6
wont+back+down+2012,18,0,2.401289,5.8
one-eyed+monster+2008,35,0,2.410649,5.2
tron+legacy+2010,12,1,21.259,6.3
madhouse+2004,27,0,2.88883,5.6
against+the+current+2009,18,0,1.71344,5.6
stolen+face+1952,53,0,0.10767,3.5
im+going+home+2001,18,0,1.789982,6.1
oldboy+2013,18,0,7.882353,5.9
monsters_+inc.+2001,16,1,26.419962,7.5
the+pursuit+of+happyness+2006,18,0,20.981716,7.7
the+apartment+1996,9648,0,6.228174,6.5
george+harrison+living+in+the+material+world+2011,10402,0,3.117495,7.8
harry+potter+and+the+deathly+hallows+part+2+2011,10751,1,24.990737,7.9
ice+age+2002,16,1,17.328902,7.1
friday+the+13th+1980,27,1,12.146747,6.4
the+lord+of+the+rings+the+fellowship+of+the+ring+2001,12,1,32.070725,8.0
jean+gentil+2012,18,0,0.085868,5.0
harry+potter+and+the+prisoner+of+azkaban+2004,12,1,28.460276,7.7
the+dark+knight+2008,18,1,123.167259,8.3
manhunt+2008,53,0,2.008136,5.3
blood+the+last+vampire+2000,14,0,2.925291,6.6
brave+2012,16,0,15.876341,6.7
x-men+days+of+future+past+2014,28,1,26.058586,7.5
388+arletta+avenue+2011,53,0,3.86712,4.9
the+closet+2001,35,0,6.186121,6.2
the+hole+1998,18,0,0.578245,7.2
alice+in+wonderland+1951,16,0,16.488937,7.0
marriage+retreat+2011,35,0,0.27922,5.5
secret+sunshine+2007,18,0,2.899364,6.3
mr.+klein+1976,10752,0,6.298305,7.3
the+terminator+1984,28,1,19.293562,7.4
tomorrow+at+dawn+2009,53,0,0.398101,6.3
george++a.j.+2009,16,0,3.720354,5.9
pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,12,1,47.326665,7.5
ice+station+zebra+1968,28,0,4.03039,6.2
the+hobbit+the+desolation+of+smaug+2013,12,1,20.644776,7.6
ice+age+continental+drift+2012,16,1,13.26958,6.2
penguins+of+madagascar+2014,10751,1,22.201607,6.5
treasure+planet+2002,12,0,16.141913,7.2
dirty+dancing+1987,18,1,14.044122,7.1
fortress+2+1999,878,1,2.603049,4.6
samson+and+delilah+2009,18,0,0.727165,5.7
the+purge+anarchy+2014,27,1,27.756026,6.6
dont+look+now+were+being+shot+at+1966,35,0,7.727202,7.8
ossessione+1943,80,0,2.112961,7.0
gattaca+1997,53,0,12.89312,7.5
art++copy+2009,99,0,0.655022,7.0
mind+game+2004,12,0,3.586257,8.0
walking+with+dinosaurs+2013,16,0,8.883866,5.2
if+looks+could+kill+1991,12,0,3.894815,5.6
polyester+1981,35,0,5.430699,6.4
double+trouble+1984,28,0,6.744702,6.6
johnny+got+his+gun+1971,10752,0,4.261661,7.2
the+lion+king+1994,10751,1,21.605761,8.0
the+iron+lady+2011,36,0,7.421245,6.2
garden+party+2008,18,0,2.061031,4.9
127+hours+2010,12,0,11.176797,7.0
spud+2010,35,1,1.539813,7.3
apollo+13+to+the+edge+and+back+1994,99,0,0.002384,0.0
ratatouille+2007,16,0,20.50803,7.5
the+kings+of+mykonos+2010,28,1,0.864925,5.9
the+swindle+1997,35,0,0.760098,6.4
utopia+2013,99,0,0.783818,5.3
despicable+me+2010,16,1,22.274502,7.1
the+sixth+sense+1999,9648,0,18.449169,7.7
the+shawshank+redemption+1994,18,0,51.645403,8.5
robots+2005,16,0,12.949715,6.0
harry+potter+and+the+deathly+hallows+part+2+2011,10751,1,24.990737,7.9
the+marriage+of+maria+braun+1979,10752,1,2.617272,7.1
re-cycle+2006,14,0,3.062052,6.6
man+on+fire+2004,28,0,9.635691,7.3
la+jete+1962,10749,0,7.282665,7.9
twin+peaks+fire+walk+with+me+1992,18,0,8.736538,7.3
somersault+2004,18,0,1.623367,6.2
mr.+warmth+the+don+rickles+project+2007,35,0,1.590689,6.1
mildred+pierce+2011,18,0,3.010129,7.3
the+great+debaters+2007,18,0,8.735448,6.9
results+2015,35,0,3.967229,5.2
the+blood+of+heroes+1989,28,0,10.3371,5.9
hi-yo+silver+1940,37,0,0.001438,0.0
papadopoulos++sons+2012,35,0,6.60279,5.7
kronks+new+groove+2005,16,1,7.680092,6.0
the+oak+1992,35,0,0.515354,5.9
forrest+gump+1994,35,0,48.307194,8.2
amadeus+1984,18,0,12.677592,7.8
orange+county+2002,35,0,4.582365,6.0
jam+2007,18,0,0.055485,0.0
the+four+feathers+1978,10770,0,1.267188,5.4
the+39+steps+1935,28,0,5.865697,7.4
signs+of+life+1968,18,0,1.245559,6.5
strictly+ballroom+1992,35,0,3.233531,6.2
hallelujah+1929,18,0,0.080599,2.5
the+magical+legend+of+the+leprechauns+1999,10749,0,2.043987,6.7
marathon+man+1976,53,0,6.006812,7.2
time+and+tide+2000,18,0,2.587753,5.9
the+lord+of+the+rings+the+return+of+the+king+2003,12,1,29.324358,8.1
los+olvidados+1950,80,0,3.563355,7.9
divine+secrets+of+the+ya-ya+sisterhood+2002,35,0,4.327218,5.6
silver+streak+1976,35,0,8.254209,6.8
akira+1988,878,0,10.888917,7.8
anchors+aweigh+1945,35,0,4.35038,6.3
reds+dream+1987,16,0,3.907112,6.3
guardians+of+the+galaxy+2014,28,1,53.291601,7.9
dial+m+for+murder+1954,80,0,7.853231,7.9
mystic+river+2003,53,0,12.602438,7.6
monty+python+and+the+holy+grail+1975,12,0,10.43389,7.8
gone+girl+2014,9648,0,154.801009,7.9
batman+begins+2005,28,1,28.505341,7.5
the+trials+of+henry+kissinger+2002,99,0,0.299669,6.3
what+a+way+to+go+1964,35,0,1.706828,7.2
death+hunt+1981,28,0,5.674684,6.1
bagdad+cafe+1987,35,0,5.289632,7.0
battling+butler+1926,18,0,1.09569,5.7
adam++paul+2004,35,0,3.311706,6.9
late+chrysanthemums+1954,18,0,0.508473,7.3
lover+come+back+1961,35,0,5.076113,6.5
the+big+heat+1953,80,0,8.48839,7.9
spirited+away+2001,14,0,41.048867,8.3
how+to+succeed+in+business+without+really+trying+1967,35,0,3.014635,6.6
alexander+nevsky+1938,18,0,1.915541,6.8
pulp+fiction+1994,53,0,140.950236,8.3
akira+1988,878,0,10.888917,7.8
malena+2000,18,0,9.490512,6.9
spider-man+2002,14,1,29.413341,6.8
beauty+and+the+beast+the+enchanted+christmas+1997,16,1,8.169404,5.9
the+shining+1980,27,0,19.611589,8.1
x-men+days+of+future+past+2014,28,1,26.058586,7.5
hannah+and+her+sisters+1986,35,0,9.57874,7.6
winnie+the+pooh+2011,16,0,7.357682,6.8
easy+to+love+1953,35,0,0.328907,6.0
akira+1988,878,0,10.888917,7.8
firstborn+1984,18,0,1.90619,6.3
the+strawberry+statement+1970,18,0,0.93611,4.9
champagne+1928,35,0,0.560815,5.6
lawrence+of+arabia+1962,12,0,10.893332,7.8
superbad+2007,35,0,16.205105,7.0
all+the+mornings+of+the+world+1991,18,0,1.861979,6.3
frank+herberts+children+of+dune+2003,18,0,3.636791,6.8
hxan+1922,27,0,2.914798,7.5
stand+and+deliver+1988,18,0,5.355761,7.3
diary+of+a+country+priest+1951,18,0,2.957558,7.7
bigger+stronger+faster*+2008,99,0,6.108182,7.0
sleeping+beauty+1959,14,0,14.276169,6.8
walter+1982,18,0,0.95088,5.3
of+human+bondage+1934,18,0,1.831221,6.4
adaptation.+2002,35,0,11.624481,7.3
the+traveler+1974,18,0,0.036044,5.3
the+front+page+1974,10749,0,5.789565,6.9
the+thin+blue+lie+2000,18,0,0.0826,6.0
carry+on+teacher+1959,35,1,3.180019,6.9
bleeder+1999,18,0,2.996721,7.1
akira+1988,878,0,10.888917,7.8
thick+as+thieves+2009,28,0,11.923981,5.7
apocalypse+now+1979,18,0,13.5963,8.0
rebels+of+the+neon+god+1993,18,0,0.64432,7.3
mirror+mirror+2012,12,0,14.170183,5.5
the+angry+silence+1960,18,0,0.700598,7.4
up+2009,16,0,19.330884,7.8
iron+man+2008,28,1,22.073099,7.4
sleepover+2004,35,0,5.327657,5.4
kids+in+the+hall+brain+candy+1996,35,0,2.299851,5.9
vivacious+lady+1938,35,0,0.67326,6.0
fire+in+the+blood+2013,99,0,0.694639,8.3
house+of+frankenstein+1944,14,1,2.542558,6.2
red+white++blue+2010,18,0,3.039909,5.8
the+lord+of+the+rings+the+return+of+the+king+2003,12,1,29.324358,8.1
why+we+fight+the+battle+of+china+1944,10752,1,0.052711,5.0
the+omen+1976,27,1,16.641277,7.2
total+recall+1990,28,0,12.954444,7.1
big+night+1996,18,0,2.702973,6.8
ashes+and+diamonds+1958,10752,0,2.896039,7.5
simon+of+the+desert+1965,35,0,4.728698,7.8
watchmen+2009,28,0,16.551503,7.0
where+now+are+the+dreams+of+youth+1932,18,0,0.270456,6.0
legally+blondes+2009,35,1,15.504416,4.4
the+verdict+1982,18,0,9.596883,7.4
the+unknown+soldier+1955,18,0,1.012983,7.8
napoleon+1927,18,0,1.742727,7.9
waiting...+2005,35,1,5.054419,6.2
toy+story+1995,16,1,21.946943,7.7
tokyo+sonata+2008,18,0,3.127124,6.9
the+man+between+1953,53,0,5.291637,7.3
the+place+promised+in+our+early+days+2004,16,0,6.74453,6.9
life+is+to+whistle+1998,0,0,0.051087,5.0
cinema+paradiso+1988,18,0,14.177005,8.2
the+blue+angel+1930,18,0,2.40612,7.4
house+party+1990,35,1,2.291511,6.1
toy+story+1995,16,1,21.946943,7.7
the+forgotten+faces+1961,36,0,0.03703,5.0
htel+des+invalides+1952,99,0,0.149604,6.3
the+devils+double+2011,18,0,6.681211,6.5
hysteria+the+def+leppard+story+2001,18,0,2.046809,5.2
margaret+cho+im+the+one+that+i+want+2000,35,0,0.109302,8.7
rubin+and+ed+1991,18,0,0.523904,7.0
texas+terror+1935,28,0,1.464799,4.3
the+purge+anarchy+2014,27,1,27.756026,6.6
a+fistful+of+dollars+1964,37,1,12.429704,7.6
thief+of+damascus+1952,12,0,0.471628,7.0
the+party+1968,35,0,5.354787,7.3
cesar+chavez+2014,18,0,2.851638,6.1
all+the+presidents+men+1976,18,0,12.421754,7.6
the+big+heat+1953,80,0,8.48839,7.9
5050+2011,35,0,11.869481,7.0
belle+2013,18,0,13.454169,7.2
for+greater+glory+-+the+true+story+of+cristiada+2012,36,0,4.482331,6.4
my+best+friend+2006,35,0,7.37236,6.1
frankenstein+1931,18,1,8.091603,7.3
sunshine+state+2002,18,0,4.016473,6.0
julie++julia+2009,10749,0,8.142089,6.6
the+first+star+2009,35,0,2.64521,5.6
harry+potter+and+the+deathly+hallows+part+2+2011,10751,1,24.990737,7.9
exotica+1994,18,0,5.378467,6.5
constantine+2005,18,1,9.615691,6.6
pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,12,1,47.326665,7.5
frost+bite+2006,35,0,2.068292,5.7
tarzans+magic+fountain+1949,28,1,0.757377,5.5
glory+1989,10752,0,7.521346,7.4
harry+potter+and+the+order+of+the+phoenix+2007,12,1,21.3643,7.4
the+shawshank+redemption+1994,18,0,51.645403,8.5
the+last+farm+2004,18,0,0.385759,7.6
seven+samurai+1954,28,0,15.01777,8.2
roll+bounce+2005,35,0,2.431197,6.0
hellraiser+revelations+2011,27,1,8.548411,3.0
the+bride+came+c.o.d.+1941,35,0,4.725522,7.8
tsotsi+2005,80,0,6.081201,6.9
payback+1999,18,0,9.112008,6.7
shutter+island+2010,18,0,15.813629,7.8
american+history+x+1998,18,0,18.157166,8.2
forrest+gump+1994,35,0,48.307194,8.2
sinister+2012,27,1,12.490637,6.8
akira+1988,878,0,10.888917,7.8
star+wars+1977,12,1,42.149697,8.1
asterix+the+gaul+1967,10751,1,7.24597,6.4
the+naked+city+1948,80,0,3.826672,7.2
danton+1983,18,0,1.547715,7.0
big+top+pee-wee+1988,35,1,15.227522,5.1
ninas+heavenly+delights+2006,10749,0,0.770878,6.7
omen+iii+the+final+conflict+1981,18,1,7.798615,5.5
harry+potter+and+the+deathly+hallows+part+2+2011,10751,1,24.990737,7.9
how+to+train+your+dragon+2+2014,14,1,12.256689,7.6
l.a.+confidential+1997,80,0,10.989442,7.7
the+haunted+world+of+edward+d.+wood_+jr.+1996,99,0,0.037443,10.0
seven+samurai+1954,28,0,15.01777,8.2
inception+2010,28,0,29.108149,8.1
the+fifth+element+1997,12,0,24.30526,7.3
to+end+all+wars+2001,28,0,3.847676,6.7
sundays+and+cybele+1962,18,0,0.833509,7.3
american+heart+1992,80,0,1.455045,6.2
forever+amber+1947,18,0,0.732319,5.7
the+cincinnati+kid+1965,18,0,3.670599,7.0
54+1998,10402,0,8.736869,5.5
the+matrix+1999,28,1,33.366332,7.9
wall+street+1987,80,1,11.672701,7.0
the+hobbit+the+desolation+of+smaug+2013,12,1,20.644776,7.6
batman+begins+2005,28,1,28.505341,7.5
parenthood+1989,35,0,8.09806,6.4
monsters_+inc.+2001,16,1,26.419962,7.5
the+shawshank+redemption+1994,18,0,51.645403,8.5
the+corporation+2003,99,0,4.192292,7.6
jungle+book+1942,28,0,2.467773,6.6
despicable+me+2+2013,16,1,24.82355,7.0
the+unloved+2009,18,0,1.812246,6.5
restless+2011,18,0,6.140556,6.3
away+we+go+2009,18,0,6.590093,6.7
willy+wonka++the+chocolate+factory+1971,10751,0,12.416635,7.4
star+wars+episode+iii+-+revenge+of+the+sith+2005,878,1,13.165421,7.1
the+docks+of+new+york+1928,18,0,0.67543,6.8
the+400+blows+1959,18,1,7.268688,8.0
how+much+wood+would+a+woodchuck+chuck+1976,99,0,0.103347,7.3
love_+honour+and+obey+2000,28,0,4.886559,6.6
a+christmas+carol+1984,18,0,7.199078,7.1
if....+1968,18,0,12.083475,7.2
my+neighbor+totoro+1988,14,0,13.507299,8.0
the+incredibles+2004,28,1,22.220214,7.4
inglourious+basterds+2009,18,0,16.89564,7.9
leon+the+professional+1994,53,0,20.477329,8.2
ed+1996,35,0,5.174212,3.6
the+same+river+twice+2003,99,0,0.073597,7.0
matador+1986,18,0,3.518094,6.7
the+queen+of+versailles+2012,99,0,3.589099,7.1
from+russia+with+love+1963,28,1,12.536729,6.9
night+nurse+1931,80,0,1.521412,6.2
in+jeder+sekunde+2008,0,0,0.218835,6.5
hamlet+2+2008,35,0,5.654268,6.1
anastasia+1997,16,0,11.911173,7.4
what+will+you+do+when+you+catch+me+1978,35,0,0.004974,8.5
raiders+of+the+lost+ark+1981,12,1,19.901576,7.7
dog+pound+2010,18,0,5.059285,7.5
the+iron+ladies+2000,35,0,0.290354,5.2
hawks+and+sparrows+1966,35,1,2.833298,7.1
star+wars+1977,12,1,42.149697,8.1
dr.+dolittle+tail+to+the+chief+2008,35,1,2.021759,5.0
all+about+my+mother+1999,35,0,10.000915,7.4
ruby++quentin+2003,35,0,9.306171,6.7
bram+stokers+dracula+1974,27,0,1.158388,6.4
pump+up+the+volume+1990,10402,0,4.289341,7.0
the+silence+1963,18,1,3.822314,7.5
henry+v+1989,10752,0,7.307967,7.4
puss+in+boots+the+three+diablos+2011,16,0,12.018446,6.6
total+recall+1990,28,0,12.954444,7.1
the+300+spartans+1962,28,0,6.734287,6.1
wild_+wild+planet+1965,878,1,0.987971,4.0
aliens+1986,27,1,21.761179,7.7
return+to+lonesome+dove+1993,18,1,0.782922,6.4
sideways+2004,35,0,12.646518,6.9
festival+in+cannes+2001,18,0,0.295987,0.0
home+2015,14,0,13.422713,6.8
the+fifth+element+1997,12,0,24.30526,7.3
megamind+2010,16,0,11.603905,6.7
asylum+2008,27,0,2.07055,3.6
the+final+2010,18,0,4.010976,5.6
james+and+the+giant+peach+1996,12,0,13.217623,6.2
a+nightmare+in+las+cruces+2011,99,0,0.059294,6.0
the+shawshank+redemption+1994,18,0,51.645403,8.5
road+to+rio+1947,35,1,1.642712,6.5
of+mice+and+men+1939,18,0,0.995919,7.3
la+belle+noiseuse+1991,18,0,3.257378,7.4
the+white+diamond+2004,99,0,1.107223,6.5
el+amor+brujo+1986,0,0,0.185772,7.0
ghostbusters+1984,35,1,22.089729,7.3
terminator+salvation+2009,28,1,16.507496,5.9
tokyo+chorus+1931,35,0,0.844253,6.7
willy+wonka++the+chocolate+factory+1971,10751,0,12.416635,7.4
leon+the+professional+1994,53,0,20.477329,8.2
paris+is+burning+1990,99,0,4.101295,8.2
the+detective+1968,18,0,0.782194,6.3
rebound+2005,35,0,4.373457,5.2
a+soldiers+daughter+never+cries+1998,18,0,0.85691,7.0
snow+white+and+the+seven+dwarfs+1937,14,0,16.263878,6.9
aladdin+1992,16,1,16.357419,7.4
a+bugs+life+1998,12,0,16.869209,6.8
penny+dreadful+2006,27,0,2.575856,5.4
valkyrie+2008,18,0,8.635464,6.7
close-up+1990,80,0,2.972346,8.0
braveheart+1995,28,0,20.755149,7.7
nausica+of+the+valley+of+the+wind+1984,12,0,11.267366,7.7
is+anybody+there+2009,18,0,3.579347,5.8
keeping+mum+2005,35,0,5.742659,6.5
kingsman+the+secret+service+2015,80,1,28.224212,7.6
the+guitar+2008,10749,0,2.074206,6.4
broadcast+news+1987,35,0,8.627019,6.8
the+dark+knight+rises+2012,28,1,20.58258,7.6
harry+potter+and+the+chamber+of+secrets+2002,12,1,29.741452,7.4
